uid,tag,key,time,did,value,metric,last_modify
47675629,object_name,2025/10/25/47675629/786882759_212100.vM78aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761398460,786882759,zKfnYzXkMjZexW6DpVYtkQ==,0,1761487840
47675629,object_name,2025/10/25/47675629/786882759_062100.zPv7aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761344460,786882759,AlXJQbVhcwkgQ1gSXKulVg==,0,1761366945
47675629,object_name,2025/10/24/47675629/786882759_194200.CGb7aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761306120,786882759,5rkP9sCHy10L-2Wh9TyaMg==,0,1761367963
47675629,object_name,2025/10/23/47675629/786882759_223000.6Dv6aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761229800,786882759,Xb2ixt7GzzyccoI681qAtQ==,0,1761283382
47675629,object_name,2025/10/23/47675629/786882759_003000.iAb5aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761150600,786882759,G2h1OOWNI7coPp2UqxQH_w==,0,1761203357
47675629,object_name,2025/10/22/47675629/786882759_193500.ZMH4aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761132900,786882759,rLz7SrCSwC9ZogCxXHaaGw==,0,1761202867
47675629,object_name,2025/10/22/47675629/786882759_020100.XMr3aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761069660,786882759,VWrJ-kZ9hEq9Irn0O_WGkQ==,0,1761154043
47675629,object_name,2025/10/21/47675629/786882759_192900.fG73aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1761046140,786882759,1CP-1BYrXVAcx04r1AMZgw==,0,1761150446
47675629,object_name,2025/10/20/47675629/786882759_212149.bTf2aPDa_S2qTTXqpIquOfnGH6UaQCbE5368,1760966509,786882759,-4hBxKhqBjrzdgexJxstUQ==,0,1760973799
47675629,object_name,2025/10/20/47675629/786882759_212149.bTf2aPDY_S2qTTXqpIquOfnGH6UaQCbE5368,1760966509,786882759,PkuuhFhAhepVBGqGL51CkQ==,0,1760973794
47675629,object_name,2025/10/20/47675629/786882759_192700.hBz2aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760959620,786882759,Oj9ZxdkphunlKDDHxnFk-g==,0,1761020235
47675629,object_name,2025/10/20/47675629/786882759_083900.pIT1aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760920740,786882759,jVAex6c2cI0tpILcngtucg==,0,1760963440
47675629,object_name,2025/10/19/47675629/786882759_231900.ZAH1aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760887140,786882759,61hBnn-k679GWAI3pCWDnA==,0,1760961616
47675629,object_name,2025/10/19/47675629/786882759_184600.aMH0aPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760870760,786882759,OYKaTyrqOC_exKiunGG0xw==,0,1760963449
47675629,object_name,2025/10/18/47675629/786882759_195500.FIDzaPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760788500,786882759,JcZo9ekB49KbrLOxJzZ2qQ==,0,1760905846
47675629,object_name,2025/10/17/47675629/786882759_232000.oF7yaPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760714400,786882759,8qe4yxjIRL-faGFYaRqTBA==,0,1760798646
47675629,object_name,2025/10/17/47675629/786882759_193800.mCryaPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760701080,786882759,3mr2kJfQhb7p-QrXwpOqKw==,0,1760799283
47675629,object_name,2025/10/15/47675629/786882759_193500.5IbvaPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760528100,786882759,ViSdbUj0f5-Df2Q7zwGZqQ==,0,1760587432
47675629,object_name,2025/10/14/47675629/786882759_193500.ZDXuaPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760441700,786882759,GfiIyth8-bWWCvbzv9pSBw==,0,1760504406
47675629,object_name,2025/10/13/47675629/786882759_195600.0OjsaPAg_S2qTTXqpIquOfnGH6UaQCbE5368,1760356560,786882759,cVHIKPFZOgGbik2l0ociaA==,0,1760415224
